repo_id,repo_name,org_id,org_login,repo_language,repo_license,org_type
177736533,996icu/996.ICU,0,,Rust,Other,个人用户
60493101,jwasham/coding-interview-university,0,,,Creative Commons Attribution Share Alike 4.0 International,个人用户
21737465,sindresorhus/awesome,0,,Shell,Creative Commons Zero v1.0 Universal,个人用户
85077558,kamranahmedse/developer-roadmap,0,,TypeScript,Other,个人用户
83222441,donnemartin/system-design-primer,0,,Python,Other,个人用户
14440270,getify/You-Dont-Know-JS,0,,,Other,个人用户
121395510,CyC2018/CS-Notes,0,,Java,,个人用户
126577260,trekhleb/javascript-algorithms,0,,JavaScript,MIT License,个人用户
21289110,vinta/awesome-python,0,,Python,Other,个人用户
132750724,danistefanovic/build-your-own-x,0,,,,个人用户
132464395,Snailclimb/JavaGuide,0,,Java,Apache License 2.0,个人用户
123458551,jackfrued/Python-100-Days,0,,Python,,个人用户
35955666,jlevy/the-art-of-command-line,0,,,,个人用户
241576270,labuladong/fucking-algorithm,0,,Markdown,,个人用户
14098069,justjavac/free-programming-books-zh_CN,0,,,GNU General Public License v3.0,个人用户
21540759,avelino/awesome-go,0,,Go,MIT License,个人用户
576201,mrdoob/three.js,0,,JavaScript,MIT License,个人用户
138393139,trimstray/the-book-of-secret-knowledge,0,,,MIT License,个人用户
62607227,yangshun/tech-interview-handbook,0,,TypeScript,MIT License,个人用户
103633984,goldbergyoni/nodebestpractices,0,,JavaScript,Creative Commons Attribution Share Alike 4.0 International,个人用户
88464704,PanJiaChen/vue-element-admin,0,,Vue,MIT License,个人用户
22790488,iluwatar/java-design-patterns,0,,Java,Other,个人用户
74791366,ryanmcdermott/clean-code-javascript,0,,JavaScript,MIT License,个人用户
33614304,nvbn/thefuck,0,,Python,MIT License,个人用户
160640094,MisterBooo/LeetCodeAnimation,0,,Java,,个人用户
26500787,tonsky/FiraCode,0,,Clojure,SIL Open Font License 1.1,个人用户
14747598,typicode/json-server,0,,JavaScript,MIT License,个人用户
32484381,ripienaar/free-for-dev,0,,HTML,,个人用户
107111421,thedaviddias/Front-End-Checklist,0,,,Creative Commons Zero v1.0 Universal,个人用户
48378947,fatedier/frp,0,,Go,Apache License 2.0,个人用户
58028038,521xueweihan/HelloGitHub,0,,Python,,个人用户
1861458,hakimel/reveal.js,0,,JavaScript,MIT License,个人用户
127988011,macrozheng/mall,0,,Java,Apache License 2.0,个人用户
172562475,florinpop17/app-ideas,0,,,MIT License,个人用户
81975372,kdn251/interviews,0,,Java,MIT License,个人用户
4311796,adam-p/markdown-here,0,,JavaScript,MIT License,个人用户
128398636,xingshaocheng/architect-awesome,0,,,,个人用户
21872392,josephmisiti/awesome-machine-learning,0,,Python,Other,个人用户
63539055,jaywcjlove/awesome-mac,0,,JavaScript,Creative Commons Zero v1.0 Universal,个人用户
88011908,tuvtran/project-based-learning,0,,,MIT License,个人用户
120538304,kelseyhightower/nocode,0,,Dockerfile,Apache License 2.0,个人用户
18408635,chrislgarry/Apollo-11,0,,Assembly,Other,个人用户
206462776,kon9chunkit/GitHub-Chinese-Top-Charts,0,,Java,Other,个人用户
147350463,leonardomso/33-js-concepts,0,,JavaScript,MIT License,个人用户
22670857,enaqx/awesome-react,0,,,,个人用户
160919119,tiangolo/fastapi,0,,Python,MIT License,个人用户
191529732,lydiahallie/javascript-questions,0,,,MIT License,个人用户
83999700,sdmg15/Best-websites-a-programmer-should-visit,0,,,MIT License,个人用户
127407957,azl397985856/leetcode,0,,JavaScript,Other,个人用户
243950408,Anduin2017/HowToCook,0,,Shell,The Unlicense,个人用户
1700621,necolas/normalize.css,0,,CSS,MIT License,个人用户
278335273,anuraghazra/github-readme-stats,0,,JavaScript,MIT License,个人用户
13807606,junegunn/fzf,0,,Go,MIT License,个人用户
32689863,3b1b/manim,0,,Python,Other,个人用户
138839979,scutan90/DeepLearning-500-questions,0,,JavaScript,GNU General Public License v3.0,个人用户
21737266,sindresorhus/awesome-nodejs,0,,,Creative Commons Zero v1.0 Universal,个人用户
71583602,Developer-Y/cs-video-courses,0,,,,个人用户
83844720,ageitgey/face_recognition,0,,Python,MIT License,个人用户
261787758,bradtraversy/design-resources-for-developers,0,,,MIT License,个人用户
44882201,MunGell/awesome-for-beginners,0,,,,个人用户
50264296,jgthms/bulma,0,,CSS,MIT License,个人用户
5483330,soimort/you-get,0,,Python,Other,个人用户
46629305,NARKOZ/hacker-scripts,0,,JavaScript,,个人用户
145553672,fighting41love/funNLP,0,,Python,,个人用户
90528830,Solido/awesome-flutter,0,,Dart,,个人用户
40416236,minimaxir/big-list-of-naughty-strings,0,,Python,MIT License,个人用户
22067521,ocornut/imgui,0,,C++,MIT License,个人用户
71220757,swisskyrepo/PayloadsAllTheThings,0,,Python,MIT License,个人用户
3482588,danielmiessler/SecLists,0,,PHP,MIT License,个人用户
26689598,prakhar1989/awesome-courses,0,,,,个人用户
28428729,wasabeef/awesome-android-ui,0,,,MIT License,个人用户
246335987,ventoy/Ventoy,0,,C,GNU General Public License v3.0,个人用户
53809090,juliangarnier/anime,0,,JavaScript,MIT License,个人用户
98029592,ziishaned/learn-regex,0,,,MIT License,个人用户
114747226,deepfakes/faceswap,0,,Python,GNU General Public License v3.0,个人用户
21935031,fffaraz/awesome-cpp,0,,,Other,个人用户
45986162,aymericdamien/TensorFlow-Examples,0,,Jupyter Notebook,Other,个人用户
77213120,Eugeny/terminus,0,,TypeScript,MIT License,个人用户
128907699,iamkun/dayjs,0,,JavaScript,MIT License,个人用户
115478820,binhnguyennus/awesome-scalability,0,,,MIT License,个人用户
5271882,astaxie/build-web-application-with-golang,0,,Go,"BSD 3-Clause ""New"" or ""Revised"" License",个人用户
21700699,vsouza/awesome-ios,0,,Swift,MIT License,个人用户
11177928,karan/Projects,0,,,MIT License,个人用户
22119721,k88hudson/git-flight-rules,0,,,Creative Commons Attribution Share Alike 4.0 International,个人用户
27574418,ryanoasis/nerd-fonts,0,,CSS,Other,个人用户
77189043,bailicangdu/vue2-elm,0,,Vue,GNU General Public License v2.0,个人用户
138547797,FiloSottile/mkcert,0,,Go,"BSD 3-Clause ""New"" or ""Revised"" License",个人用户
68957920,justjavac/awesome-wechat-weapp,0,,,GNU General Public License v3.0,个人用户
130464961,sharkdp/bat,0,,Rust,Other,个人用户
23974149,Dogfalo/materialize,0,,JavaScript,MIT License,个人用户
139824423,Avik-Jain/100-Days-Of-ML-Code,0,,,MIT License,个人用户
10187082,Unitech/pm2,0,,JavaScript,Other,个人用户
47018239,MaximAbramchuck/awesome-interview-questions,0,,,,个人用户
18708860,tiimgreen/github-cheat-sheet,0,,,MIT License,个人用户
65388917,jakevdp/PythonDataScienceHandbook,0,,Jupyter Notebook,Other,个人用户
153697551,Fndroid/clash_for_windows_pkg,0,,,,个人用户
188660663,CorentinJ/Real-Time-Voice-Cloning,0,,Python,Other,个人用户
10865436,dypsilon/frontend-dev-bookmarks,0,,,,个人用户
136026789,iperov/DeepFaceLab,0,,Python,GNU General Public License v3.0,个人用户
19148949,PhilJay/MPAndroidChart,0,,Java,Other,个人用户
56969116,ngosang/trackerslist,0,,,GNU General Public License v2.0,个人用户
14194174,alex/what-happens-when,0,,,,个人用户
54544023,Alvin9999/new-pac,0,,,,个人用户
117372806,yangshun/front-end-interview-handbook,0,,JavaScript,MIT License,个人用户
299354207,rustdesk/rustdesk,0,,Rust,GNU General Public License v3.0,个人用户
82227585,kamranahmedse/design-patterns-for-humans,0,,,,个人用户
212639071,bregman-arie/devops-exercises,0,,Python,Other,个人用户
53631945,BurntSushi/ripgrep,0,,Rust,The Unlicense,个人用户
199570071,2dust/v2rayN,0,,C#,GNU General Public License v3.0,个人用户
162279822,agalwood/Motrix,0,,JavaScript,MIT License,个人用户
4578002,faif/python-patterns,0,,Python,,个人用户
154950925,streamich/react-use,0,,TypeScript,The Unlicense,个人用户
21648001,akullpp/awesome-java,0,,,Other,个人用户
136815833,Dreamacro/clash,0,,Go,GNU General Public License v3.0,个人用户
667561,Marak/faker.js,0,,JavaScript,Other,个人用户
228016443,youngyangyang04/leetcode-master,0,,Shell,,个人用户
133251103,wagoodman/dive,0,,Go,MIT License,个人用户
85031442,poteto/hiring-without-whiteboards,0,,JavaScript,MIT License,个人用户
70905478,floodsung/Deep-Learning-Papers-Reading-Roadmap,0,,Python,,个人用户
61137153,evanw/esbuild,0,,Go,MIT License,个人用户
12972263,alvarotrigo/fullPage.js,0,,JavaScript,GNU General Public License v3.0,个人用户
90563585,chubin/cheat.sh,0,,Python,MIT License,个人用户
14370955,sahat/hackathon-starter,0,,JavaScript,MIT License,个人用户
80276391,GitSquared/edex-ui,0,,JavaScript,GNU General Public License v3.0,个人用户
33263118,gorhill/uBlock,0,,JavaScript,GNU General Public License v3.0,个人用户
61893399,brillout/awesome-react-components,0,,,Creative Commons Zero v1.0 Universal,个人用户
62812261,kelseyhightower/kubernetes-the-hard-way,0,,,Other,个人用户
79162682,laurent22/joplin,0,,TypeScript,Other,个人用户
3721224,nolimits4web/swiper,0,,JavaScript,MIT License,个人用户
109343098,serhii-londar/open-source-mac-os-apps,0,,Swift,Creative Commons Zero v1.0 Universal,个人用户
9393759,photonstorm/phaser,0,,JavaScript,MIT License,个人用户
3774328,wg/wrk,0,,C,Other,个人用户
172378503,romkatv/powerlevel10k,0,,Shell,MIT License,个人用户
11171548,nlohmann/json,0,,C++,MIT License,个人用户
9754983,eugenp/tutorials,0,,Java,MIT License,个人用户
29887499,dkhamsing/open-source-ios-apps,0,,Swift,MIT License,个人用户
42751014,zenorocha/clipboard.js,0,,JavaScript,MIT License,个人用户
8859474,skylot/jadx,0,,Java,Apache License 2.0,个人用户
32948863,jondot/awesome-react-native,0,,JavaScript,,个人用户
101684374,satwikkansal/wtfpython,0,,Python,Do What The F*ck You Want To Public License,个人用户
220809393,willmcgugan/rich,0,,Python,MIT License,个人用户
156157055,GokuMohandas/MadeWithML,0,,Jupyter Notebook,MIT License,个人用户
178092134,formulahendry/955.WLB,0,,,,个人用户
8989842,unknwon/the-way-to-go_ZH_CN,0,,Go,,个人用户
110058856,LeCoupa/awesome-cheatsheets,0,,JavaScript,MIT License,个人用户
134017286,jesseduffield/lazygit,0,,Go,MIT License,个人用户
94367677,jaredpalmer/formik,0,,TypeScript,Apache License 2.0,个人用户
64558143,Blankj/AndroidUtilCode,0,,Java,Apache License 2.0,个人用户
67702184,topjohnwu/Magisk,0,,Kotlin,GNU General Public License v3.0,个人用户
118861276,gto76/python-cheatsheet,0,,Python,,个人用户
229764465,Asabeneh/30-Days-Of-JavaScript,0,,JavaScript,,个人用户
267775629,geekxh/hello-algorithm,0,,Java,,个人用户
128565937,iamadamdev/bypass-paywalls-chrome,0,,JavaScript,,个人用户
15653276,Trinea/android-open-project,0,,,Apache License 2.0,个人用户
1129010,blueimp/jQuery-File-Upload,0,,PHP,MIT License,个人用户
6731432,koalaman/shellcheck,0,,Haskell,Other,个人用户
137147386,dylanaraps/pure-bash-bible,0,,Shell,MIT License,个人用户
91573538,testerSunshine/12306,0,,Python,MIT License,个人用户
12732573,junegunn/vim-plug,0,,Vim script,MIT License,个人用户
12574344,spf13/cobra,0,,Go,Apache License 2.0,个人用户
21600440,bayandin/awesome-awesomeness,0,,Ruby,,个人用户
21393871,sorrycc/awesome-javascript,0,,,,个人用户
97249406,denysdovhan/wtfjs,0,,JavaScript,Do What The F*ck You Want To Public License,个人用户
6007295,fxsjy/jieba,0,,Python,MIT License,个人用户
238316428,CSSEGISandData/COVID-19,0,,,,个人用户
1200050,ariya/phantomjs,0,,C++,"BSD 3-Clause ""New"" or ""Revised"" License",个人用户
56717493,joshbuchea/HEAD,0,,,,个人用户
17375436,lukehoban/es6features,0,,,MIT License,个人用户
221129519,AobingJava/JavaFamily,0,,,,个人用户
2329766,mathiasbynens/dotfiles,0,,Shell,MIT License,个人用户
152870372,ruanyf/weekly,0,,,,个人用户
97533102,halfrost/LeetCode-Go,0,,Go,MIT License,个人用户
21125024,typicode/husky,0,,JavaScript,Other,个人用户
72907253,ityouknow/spring-boot-examples,0,,Java,,个人用户
110211147,xkcoding/spring-boot-demo,0,,Java,MIT License,个人用户
4484451,amix/vimrc,0,,Vim script,MIT License,个人用户
14098121,aosabook/500lines,0,,JavaScript,Other,个人用户
952189,jashkenas/backbone,0,,JavaScript,MIT License,个人用户
15585444,IanLunn/Hover,0,,SCSS,Other,个人用户
14705691,ziadoz/awesome-php,0,,,Do What The F*ck You Want To Public License,个人用户
698041,caolan/async,0,,JavaScript,MIT License,个人用户
18049133,kenwheeler/slick,0,,JavaScript,MIT License,个人用户
207645083,tannerlinsley/react-query,0,,TypeScript,MIT License,个人用户
84811466,mqyqingfeng/Blog,0,,,,个人用户
237791077,mingrammer/diagrams,0,,Python,MIT License,个人用户
24976755,hankcs/HanLP,0,,Python,Apache License 2.0,个人用户
29219243,bannedbook/fanqiang,0,,Kotlin,,个人用户
28751632,0xAX/linux-insides,0,,Python,Other,个人用户
571770,jgm/pandoc,0,,Haskell,Other,个人用户
382496361,louislam/uptime-kuma,0,,Vue,MIT License,个人用户
2056312,niklasvh/html2canvas,0,,TypeScript,MIT License,个人用户
61929586,shengxinjing/programmer-job-blacklist,0,,Shell,MIT License,个人用户
179613976,PKUanonym/REKCARC-TSC-UHT,0,,HTML,Creative Commons Attribution Share Alike 4.0 International,个人用户
2881789,geekcomputers/Python,0,,Python,MIT License,个人用户
114523184,crossoverJie/JCSprout,0,,Java,MIT License,个人用户
527591471,AUTOMATIC1111/stable-diffusion-webui,0,,Python,,个人用户
349241,jashkenas/underscore,0,,JavaScript,Other,个人用户
61715431,Binaryify/NeteaseCloudMusicApi,0,,JavaScript,MIT License,个人用户
196813750,Light-City/CPlusPlusThings,0,,C++,,个人用户
32578467,danielgindi/Charts,0,,Swift,Apache License 2.0,个人用户
5405654,pcottle/learnGitBranching,0,,JavaScript,MIT License,个人用户
34757182,donnemartin/interactive-coding-challenges,0,,Python,Other,个人用户
61412022,ianstormtaylor/slate,0,,TypeScript,MIT License,个人用户
70431106,ZuzooVn/machine-learning-for-software-engineers,0,,,Creative Commons Attribution Share Alike 4.0 International,个人用户
135614069,sudheerj/reactjs-interview-questions,0,,JavaScript,,个人用户
23736449,VincentGarreau/particles.js,0,,JavaScript,MIT License,个人用户
481366,nvie/gitflow,0,,Shell,Other,个人用户
122692377,houshanren/hangzhou_house_knowledge,0,,CSS,,个人用户
21552971,alebcay/awesome-shell,0,,,Creative Commons Zero v1.0 Universal,个人用户
38558578,jiahaog/nativefier,0,,TypeScript,MIT License,个人用户
90793418,sharkdp/fd,0,,Rust,Other,个人用户
8575137,JakeWharton/butterknife,0,,Java,Apache License 2.0,个人用户
269336148,sickcodes/Docker-OSX,0,,Shell,GNU General Public License v3.0,个人用户
42956467,herrbischoff/awesome-macos-command-line,0,,,Creative Commons Attribution Share Alike 4.0 International,个人用户
23338716,JedWatson/react-select,0,,TypeScript,MIT License,个人用户
148736243,qiurunze123/miaosha,0,,Java,,个人用户
270171567,freefq/free,0,,,,个人用户
393571599,babysor/Realtime-Voice-Clone-Chinese,0,,Python,Other,个人用户
92807616,byoungd/English-level-up-tips-for-Chinese,0,,,,个人用户
116237823,lenve/vhr,0,,Java,,个人用户
42920477,sentsin/layui,0,,JavaScript,MIT License,个人用户
84533158,yunjey/pytorch-tutorial,0,,Python,MIT License,个人用户
120887835,huihut/interview,0,,C++,Other,个人用户
187335810,jesseduffield/lazydocker,0,,Go,MIT License,个人用户
24268127,coreybutler/nvm-windows,0,,Go,MIT License,个人用户
7607075,CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,0,,Jupyter Notebook,MIT License,个人用户
51863547,ageron/handson-ml,0,,Jupyter Notebook,Apache License 2.0,个人用户
12244426,rstacruz/nprogress,0,,JavaScript,MIT License,个人用户
109484365,fengdu78/Coursera-ML-AndrewNg-Notes,0,,HTML,,个人用户
958314,remy/nodemon,0,,JavaScript,MIT License,个人用户
98771110,zhongyang219/TrafficMonitor,0,,C++,Other,个人用户
207117992,viraptor/reverse-interview,0,,,Other,个人用户
328831244,ibraheemdev/modern-unix,0,,,,个人用户
419347358,PKUFlyingPig/pku-cs-self-learning,0,,HTML,Other,个人用户
131789494,wuyouzhuguli/SpringAll,0,,Java,MIT License,个人用户
118858739,dwmkerr/hacker-laws,0,,Shell,Creative Commons Attribution Share Alike 4.0 International,个人用户
45431898,bvaughn/react-virtualized,0,,JavaScript,MIT License,个人用户
2810455,ggreer/the_silver_searcher,0,,C,Apache License 2.0,个人用户
53639099,jamiebuilds/the-super-tiny-compiler,0,,JavaScript,Creative Commons Attribution 4.0 International,个人用户
102578345,coolsnowwolf/lede,0,,C,Other,个人用户
24586308,cfenollosa/os-tutorial,0,,C,"BSD 3-Clause ""New"" or ""Revised"" License",个人用户
35756351,nagadomi/waifu2x,0,,Lua,MIT License,个人用户
22362099,johnpapa/angular-styleguide,0,,,MIT License,个人用户
12226786,lovell/sharp,0,,JavaScript,Apache License 2.0,个人用户
154648112,hollischuang/toBeTopJavaer,0,,Java,,个人用户
5070389,greenrobot/EventBus,0,,Java,Apache License 2.0,个人用户
2206953,tj/commander.js,0,,JavaScript,MIT License,个人用户
29749635,donnemartin/data-science-ipython-notebooks,0,,Python,Other,个人用户
5101141,stedolan/jq,0,,C,Other,个人用户
34453060,sindresorhus/awesome-electron,0,,,Creative Commons Zero v1.0 Universal,个人用户
28699471,lukasz-madon/awesome-remote-job,0,,,,个人用户
164574693,qishibo/AnotherRedisDesktopManager,0,,JavaScript,MIT License,个人用户
313330998,bradtraversy/50projects50days,0,,CSS,MIT License,个人用户
24297122,veggiemonk/awesome-docker,0,,,Apache License 2.0,个人用户
93152223,scwang90/SmartRefreshLayout,0,,Java,Apache License 2.0,个人用户
33041711,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,0,,JavaScript,MIT License,个人用户
18666758,pjreddie/darknet,0,,C,Other,个人用户
254832799,Z4nzu/hackingtool,0,,Python,MIT License,个人用户
60325062,terryum/awesome-deep-learning-papers,0,,TeX,,个人用户
41592744,AllThingsSmitty/css-protips,0,,,Creative Commons Zero v1.0 Universal,个人用户
164554832,ageron/handson-ml2,0,,Jupyter Notebook,Apache License 2.0,个人用户
50709152,kataras/iris,0,,Go,Other,个人用户
159152904,zhangdaiscott/jeecg-boot,0,,Java,Apache License 2.0,个人用户
47023603,xuxueli/xxl-job,0,,Java,GNU General Public License v3.0,个人用户
55886798,CymChad/BaseRecyclerViewAdapterHelper,0,,Java,MIT License,个人用户
30794868,sampotts/plyr,0,,JavaScript,MIT License,个人用户
317836248,GorvGoyl/Clone-Wars,0,,,GNU Affero General Public License v3.0,个人用户
311683390,WerWolv/ImHex,0,,C++,GNU General Public License v2.0,个人用户
202367615,lyswhut/lx-music-desktop,0,,Vue,Apache License 2.0,个人用户
402046,MrRio/jsPDF,0,,JavaScript,MIT License,个人用户
21696302,matteocrippa/awesome-swift,0,,Swift,Creative Commons Zero v1.0 Universal,个人用户
103953059,mbeaudru/modern-js-cheatsheet,0,,,MIT License,个人用户
7212645,syl20bnr/spacemacs,0,,Emacs Lisp,Other,个人用户
168799526,rwightman/pytorch-image-models,0,,Python,Apache License 2.0,个人用户
127769231,DIYgod/RSSHub,0,,JavaScript,MIT License,个人用户
37382858,kilimchoi/engineering-blogs,0,,Ruby,,个人用户
319029846,beurtschipper/Depix,0,,Python,Other,个人用户
16677706,kahun/awesome-sysadmin,0,,,Other,个人用户
121291758,Pierian-Data/Complete-Python-3-Bootcamp,0,,Jupyter Notebook,,个人用户
1554093,mbadolato/iTerm2-Color-Schemes,0,,Shell,Other,个人用户
75867720,wesbos/JavaScript30,0,,HTML,,个人用户
1580851,dimsemenov/PhotoSwipe,0,,JavaScript,MIT License,个人用户
73561650,jaywcjlove/linux-command,0,,Markdown,MIT License,个人用户
38836015,michalsnik/aos,0,,JavaScript,MIT License,个人用户
77912349,qianguyihao/Web,0,,JavaScript,Other,个人用户
8900723,inconshreveable/ngrok,0,,Go,Other,个人用户
277168957,eugeneyan/applied-ml,0,,,MIT License,个人用户
4008931,StevenBlack/hosts,0,,Python,MIT License,个人用户
24635156,t4t5/sweetalert,0,,TypeScript,MIT License,个人用户
2909429,nicolargo/glances,0,,Python,Other,个人用户
74073233,keon/algorithms,0,,Python,MIT License,个人用户
121081768,komeiji-satori/Dress,0,,Standard ML,Other,个人用户
13628513,sirupsen/logrus,0,,Go,MIT License,个人用户
50151075,markerikson/react-redux-links,0,,,,个人用户
137154114,yichengchen/clashX,0,,Swift,GNU Affero General Public License v3.0,个人用户
145803079,felixrieseberg/windows95,0,,TypeScript,Other,个人用户
196760810,Ebazhanov/linkedin-skill-assessments-quizzes,0,,Python,MIT License,个人用户
80990461,eriklindernoren/ML-From-Scratch,0,,Python,MIT License,个人用户
23689830,yeasy/docker_practice,0,,Go,,个人用户
18369373,spf13/viper,0,,Go,MIT License,个人用户
51270739,viatsko/awesome-vscode,0,,JavaScript,Creative Commons Zero v1.0 Universal,个人用户
192175095,conwnet/github1s,0,,TypeScript,MIT License,个人用户
150058902,wangzheng0822/algo,0,,Python,Apache License 2.0,个人用户
4660742,zhiwehu/Python-programming-exercises,0,,,,个人用户
33895378,bevacqua/dragula,0,,JavaScript,MIT License,个人用户
49935814,littlecodersh/ItChat,0,,Python,Other,个人用户
107286889,schollz/croc,0,,Go,MIT License,个人用户
37246537,chenglou/react-motion,0,,JavaScript,MIT License,个人用户
22657662,wsargent/docker-cheat-sheet,0,,,Creative Commons Attribution 4.0 International,个人用户
13862381,DrKLO/Telegram,0,,Java,GNU General Public License v2.0,个人用户
121898717,dani-garcia/vaultwarden,0,,Rust,GNU General Public License v3.0,个人用户
138331573,sebastianruder/NLP-progress,0,,Python,MIT License,个人用户
2810292,pbatard/rufus,0,,C,GNU General Public License v3.0,个人用户
45723377,charlax/professional-programming,0,,Python,MIT License,个人用户
152327866,Igglybuff/awesome-piracy,0,,HTML,Creative Commons Zero v1.0 Universal,个人用户
7874074,goldfire/howler.js,0,,JavaScript,MIT License,个人用户
1800198,rwaldron/idiomatic.js,0,,,Other,个人用户
2540368,jaredhanson/passport,0,,JavaScript,MIT License,个人用户
136062240,DovAmir/awesome-design-patterns,0,,,,个人用户
1198539,lutzroeder/netron,0,,JavaScript,MIT License,个人用户
23141830,paularmstrong/normalizr,0,,JavaScript,MIT License,个人用户
11892946,uglide/RedisDesktopManager,0,,C++,Other,个人用户
53632140,zyedidia/micro,0,,Go,Other,个人用户
33486016,onevcat/Kingfisher,0,,Swift,MIT License,个人用户
20159867,nothings/stb,0,,C,Other,个人用户
441903012,MichaelCade/90DaysOfDevOps,0,,Shell,Other,个人用户
49217007,hwdsl2/setup-ipsec-vpn,0,,Shell,Other,个人用户
453717720,AykutSarac/jsonvisio.com,0,,TypeScript,MIT License,个人用户
15975439,jlmakes/scrollreveal,0,,JavaScript,,个人用户
37153337,necolas/react-native-web,0,,JavaScript,MIT License,个人用户
153500249,sdras/awesome-actions,0,,,Creative Commons Zero v1.0 Universal,个人用户
513217098,WeNeedHome/SummaryOfLoanSuspension,0,,TypeScript,,个人用户
18964487,ruanyf/es6tutorial,0,,JavaScript,Other,个人用户
302603001,qier222/YesPlayMusic,0,,Vue,MIT License,个人用户
3112748,leereilly/games,0,,,,个人用户
125596489,pedronauck/docz,0,,TypeScript,MIT License,个人用户
11715753,robertdavidgraham/masscan,0,,C,Other,个人用户
12670444,petkaantonov/bluebird,0,,JavaScript,MIT License,个人用户
155662306,trekhleb/homemade-machine-learning,0,,Jupyter Notebook,MIT License,个人用户
20060596,ogham/exa,0,,Rust,MIT License,个人用户
12080551,tsenart/vegeta,0,,Go,MIT License,个人用户
40905762,judasn/IntelliJ-IDEA-Tutorial,0,,,GNU General Public License v2.0,个人用户
325573863,coder2gwy/coder2gwy,0,,,,个人用户
44998092,JohnCoates/Aerial,0,,Swift,MIT License,个人用户
1376664,Seldaek/monolog,0,,PHP,MIT License,个人用户
48623558,chubin/wttr.in,0,,Python,Apache License 2.0,个人用户
3431083,BradLarson/GPUImage,0,,Objective-C,"BSD 3-Clause ""New"" or ""Revised"" License",个人用户
28723659,ChristosChristofidis/awesome-deep-learning,0,,,,个人用户
169529567,zhaoolee/ChromeAppHeroes,0,,JavaScript,GNU General Public License v3.0,个人用户
482152820,geekan/HowToLiveLonger,0,,,The Unlicense,个人用户
183345962,MustangYM/WeChatExtension-ForMac,0,,Objective-C,MIT License,个人用户
2051226,eligrey/FileSaver.js,0,,JavaScript,Other,个人用户
172741073,FredKSchott/snowpack,0,,JavaScript,MIT License,个人用户
41654081,drduh/macOS-Security-and-Privacy-Guide,0,,Python,MIT License,个人用户
83516498,norvig/pytudes,0,,Jupyter Notebook,MIT License,个人用户
48003886,tmrts/go-patterns,0,,Go,Apache License 2.0,个人用户
8986773,benweet/stackedit,0,,JavaScript,Apache License 2.0,个人用户
195226340,goldbergyoni/javascript-testing-best-practices,0,,JavaScript,MIT License,个人用户
31522041,vnpy/vnpy,0,,Python,MIT License,个人用户
14807173,SamyPesse/How-to-Make-a-Computer-Operating-System,0,,C,Apache License 2.0,个人用户
193162629,rxhanson/Rectangle,0,,Swift,Other,个人用户
113752225,tipsy/profile-summary-for-github,0,,Vue,Apache License 2.0,个人用户
122734569,iawia002/lux,0,,Go,MIT License,个人用户
66088979,changkun/modern-cpp-tutorial,0,,C++,MIT License,个人用户
357728969,Jarred-Sumner/bun,0,,Zig,,个人用户
94061307,vadimdemedes/ink,0,,TypeScript,MIT License,个人用户
69662720,mxgmn/WaveFunctionCollapse,0,,C#,Other,个人用户
67687706,kdeldycke/awesome-falsehood,0,,,Creative Commons Zero v1.0 Universal,个人用户
54168759,SergioBenitez/Rocket,0,,Rust,Other,个人用户
99401299,ai/nanoid,0,,JavaScript,MIT License,个人用户
